ID,Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Duration,ConcreteCS
958,143.0,169.4,142.7,190.7,,,,28,29.73
959,259.9,,78.4,170.6,,935.7,762.9,28,49.77
960,312.9,160.5,,,9.6,916.6,759.5,28,
961,284.0,119.7,0.0,168.3,7.2,970.4,,28,
962,,0.0,0.0,,3.4,985.8,,,
963,144.8,0.0,133.6,180.8,,,811.5,,
964,150.0,236.8,,,,1069.3,,28,37.43
965,143.7,170.2,,191.6,8.5,,,,29.87
966,330.5,169.6,0.0,194.9,,811.0,802.3,28,
967,154.8,0.0,142.8,,9.1,1047.4,696.7,,12.46
968,154.8,183.4,,,9.1,877.2,867.7,28,23.79
969,134.7,,,,10.0,961.0,804.9,,13.29
970,266.2,112.3,87.5,,10.4,909.7,744.5,,39.42
971,314.0,,113.2,178.9,,869.1,690.2,28,46.23
972,312.7,,0.0,127.3,8.0,999.7,,28,44.52
973,145.7,,,181.9,,985.8,816.8,28,23.74
974,143.8,,106.2,178.1,7.5,941.5,774.3,28,26.15
975,148.1,0.0,,181.4,15.0,838.9,884.3,,15.53
976,,,91.0,,7.0,946.5,665.6,28,43.58
977,298.1,0.0,107.5,163.6,12.8,,784.0,,35.87
978,,,,,8.0,1001.9,,,41.05
979,,,,193.8,9.2,879.6,,,28.99
980,,133.7,0.0,194.9,5.5,924.1,,28,
981,147.8,175.1,0.0,,2.2,1000.0,828.5,,
982,,,,201.7,7.8,824.0,868.7,28,10.54
983,312.7,,,178.1,8.0,,822.2,,25.1
984,136.4,,125.8,,10.4,,764.4,28,29.07
985,154.8,0.0,142.8,193.3,9.1,877.2,867.7,28,9.74
986,255.3,98.8,77.0,188.6,6.5,,,,33.8
987,272.8,105.1,81.8,209.7,,904.0,679.7,28,
988,162.0,190.1,148.1,178.8,18.8,838.1,741.4,28,
989,,144.2,,,10.1,,,,
990,,114.6,89.3,,8.8,860.0,829.5,28,19.99
991,151.8,178.1,,,18.3,944.0,694.6,28,
992,,142.8,111.2,,22.1,,651.2,,
993,,0.0,,158.4,17.9,,844.5,28,
994,303.6,139.9,,,6.2,895.5,,,33.42
995,374.3,,0.0,190.2,,1013.2,730.4,28,
996,158.6,,,175.1,15.0,,719.7,28,27.68
997,,,,200.0,,1001.8,683.9,28,26.86
998,310.0,142.8,0.0,167.9,10.0,914.3,,,45.3
999,304.8,0.0,99.6,196.0,,959.4,705.2,28,30.12
1000,150.9,0.0,183.9,,11.6,991.2,772.2,28,15.57
1001,141.9,166.6,129.7,173.5,,882.6,785.3,28,44.61
1002,297.8,,106.9,201.3,6.0,878.4,,28,
1003,,164.2,,,4.6,,,,57.22
1004,366.0,187.0,,191.3,6.6,824.3,756.9,28,
1005,279.8,128.9,100.4,172.4,9.5,825.1,804.9,,52.83
1006,252.1,97.1,75.6,193.8,8.3,835.5,821.4,,33.4
1007,164.6,,150.4,181.6,,1023.3,728.9,28,18.03
1008,155.6,243.5,0.0,180.3,,1022.0,697.7,28,
1009,,,146.4,,,828.7,,28,35.31
1010,298.1,0.0,107.0,,6.1,879.0,815.2,28,42.64
1011,317.9,0.0,126.5,,5.7,860.5,,28,
1012,,,,187.6,9.2,904.4,695.9,28,43.8
1013,325.6,166.4,,174.0,,,790.0,28,
1014,355.9,0.0,141.6,193.3,,801.4,,28,40.87
1015,132.0,,,,5.5,,735.6,,
1016,322.5,148.6,0.0,,,,709.5,,
1017,,0.0,200.1,181.2,12.6,849.3,846.0,28,
1018,,,112.6,169.9,10.1,925.3,,28,
1019,321.4,0.0,,,,870.1,779.7,28,37.27
1020,,,127.7,236.7,5.8,868.6,655.6,28,
1021,288.4,,,177.4,,907.9,,28,42.14
1022,298.2,0.0,107.0,209.7,11.1,879.6,744.2,,
1023,264.5,111.0,86.5,,5.9,832.6,790.4,,41.54
1024,,250.0,0.0,168.4,,,688.2,28,
1025,166.0,,0.0,183.2,12.7,858.8,,,
1026,,116.0,90.3,179.6,8.9,870.1,768.3,28,44.28
1027,322.2,,,196.0,10.4,817.9,,28,31.18
1028,148.5,139.4,108.6,192.7,,892.4,780.0,28,23.7
1029,159.1,186.7,,175.6,11.3,,,28,
1030,260.9,100.5,78.3,200.6,8.6,,761.5,28,32.4
